Cluster ID,,title,total_price,condition,details,num_images,canonical_,canonical_total_price,canonical_title,canonical_num_images,canonical_details,canonical_condition,confidence_score
6,21,   Sega Saturn Console Model MK-80000 w/ 2 Controllers ,65.0,  Used ," Get back to classic video gaming with the Sega Saturn console. Dual processors and a full-color display bring a classic gaming console to life, making for quick gameplay and visuals that can be enjoyed by up to two players thanks to the dual controller ports. The Sega Saturn console was the first to accept both CDs and cartridges, giving gamers a wide selection of play possibilities. There are more than 245 games available on the classic Sega gaming console, which has its own internal memory storage and specialized memory cartridges for additional storage. Named by IGN as one of the 25 best gaming consoles of all time, the Sega Saturn console is shaped in a simple rectangle that fits onto any shelf. Place games into the Sega gaming console by lifting the top lid and inserting them directly inside. The Sega Saturn helped shape video gaming, and remains one of the best systems ever produced. A classic gaming console never goes out of style. ",2,4,92.0,sega saturn console,12,video,used,0.23382085084788162
2,22,"   Panzer Dragoon  (Sega Saturn, 1995) FREE SHIPPING IN USA ",45.0,  Good ,"              After your countryland was destroyed by a giant airship from beyond, the only thing left to do is hop on the back of a renegade dragon and shoot your way to vengeance. Boasting a wide variety of explorable environments, Panzer Dragoon transports you through ancient ruins, dark and eerie caves, and surreal landscapes. The music should be as awe-inspiring as the surroundings as several tracks were performed by the Israeli Symphony Orchestra.<br><br>Action can be viewed from three different perspectives: first-person, a third-person large view of the dragon, and a third-person small view of the dragon. Players will fend off enemies with 360 degrees of aiming ability. Hold down the fire button to ""lock on"" to multiple enemies, then release the key to let loose a display of guided dragonfire. Panzer Dragoon uses a 3D graphics engine and features art direction similar to the works of Moebius. ",1,7,45.0,panzer dragoon (sega saturn) complete,1,"after your countryland was destroyed by a giant airship from beyond, the only thing left to do is hop on the back of a renegade dragon and shoot your way to vengeance. boasting a wide variety of explorable environments, panzer dragoon transports you through ancient ruins, dark and eerie caves, and surreal landscapes. the music should be as awe-inspiring as the surroundings as several tracks were performed by the israeli symphony orchestra.<br><br>action can be viewed from three different perspectives: first-person, a third-person large view of the dragon, and a third-person small view of the dragon. players will fend off enemies with 360 degrees of aiming ability. hold down the fire button to ""lock on"" to multiple enemies, then release the key to let loose a display of guided dragonfire. panzer dragoon uses a 3d graphics engine and features art direction similar to the works of moebius.",good,0.26097768545150757
6,23,   Shining Force 3 US version extremely RARE! ,165.0,  Very Good ,,1,4,92.0,sega saturn console,12,video,used,0.23382085084788162
0,24,   Sonic 3D Blast(Sega Saturn)**GAME ONLY**FREE SHIPPING** ,12.99,  Good ,"              Dr. Robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. Determined yet again to collect the Chaos Emeralds and gain absolute power (over what, we're never exactly sure), The man with the Mean Bean Machine has sent out his robo-cronies to kidnap the birdlike Flickies and invade Flicky Island in search of all six Chaos Emeralds. Poor Sonic. Why can't anyone else play the hero for once?<br><br>The gameplay is familiar, but the settings are completely new. Sonic 3D Blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>Rescue the Flickies from the grasps of each of Robotnik's mechanized bad guys, and set them free at the end of each level. Also, keep an eye out for Tails, who'll offer you a round trip ticket to the bonus rounds where Sonic must collect enough rings to earn each emerald.<br><br>Claim each section of Flicky Island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving Dr. Robotnik.<br><br>Sonic 3D Blast for Saturn features two separate endings, each displayed in full motion video. There is no save feature in Sonic 3D Blast. ",1,48,12.99,sonic 3d blast complete game sega saturn cib,1,"dr. robotnik should find himself another hobby, because this one ain't paying off; or at least not yet. determined yet again to collect the chaos emeralds and gain absolute power (over what, we're never exactly sure), the man with the mean bean machine has sent out his robo-cronies to kidnap the birdlike flickies and invade flicky island in search of all six chaos emeralds. poor sonic. why can't anyone else play the hero for once?<br><br>the gameplay is familiar, but the settings are completely new. sonic 3d blast sticks the blue blur smack dab in the middle of a fully rendered isometric playing field, with new hazards exploring a third dimension in which to terrorize our hero.<br><br>rescue the flickies from the grasps of each of robotnik's mechanized bad guys, and set them free at the end of each level. also, keep an eye out for tails, who'll offer you a round trip ticket to the bonus rounds where sonic must collect enough rings to earn each emerald.<br><br>claim each section of flicky island, including its snowy peaks, its grassy hills, and even an active volcano, in your pursuit of the tirelessly conniving dr. robotnik.<br><br>sonic 3d blast for saturn features two separate endings, each displayed in full motion video. there is no save feature in sonic 3d blast.",good,0.1911842999529535
6,25,   Sega Saturn Black Console (NTSC) ,62.09,  Used ," Get back to classic video gaming with the Sega Saturn console. Dual processors and a full-color display bring a classic gaming console to life, making for quick gameplay and visuals that can be enjoyed by up to two players thanks to the dual controller ports. The Sega Saturn console was the first to accept both CDs and cartridges, giving gamers a wide selection of play possibilities. There are more than 245 games available on the classic Sega gaming console, which has its own internal memory storage and specialized memory cartridges for additional storage. Named by IGN as one of the 25 best gaming consoles of all time, the Sega Saturn console is shaped in a simple rectangle that fits onto any shelf. Place games into the Sega gaming console by lifting the top lid and inserting them directly inside. The Sega Saturn helped shape video gaming, and remains one of the best systems ever produced. A classic gaming console never goes out of style. ",1,4,92.0,sega saturn console,12,video,used,0.23382085084788162
3,26,"   Virtua Fighter Kids  (Sega Saturn, 1996) Rated T, NTSC-U/C, Very Good ",23.46,  Very Good ,"              Akira, Shun-di, Kage, and Pai are back -- but this time, they're kids! Virtua Fighter Kids brings home the arcade action to the Sega Saturn. This port of the arcade game is based on the award-winning coin-op, Virtua Fighter. Featuring ten childlike fighters, each of whom sports a huge array of moves. With oversized heads and undersized arms, Virtua Fighter Kids puts a new twist on a proven genre.<br><br>Fighting takes place in three dimensional rings, allowing players full freedom of movement. Most of the modes of play are the same as Virtua Fighter 2, such as Ranking, Arcade, and Practice. Adding to the legacy of the Virtua Fighter series, Virtua Fighter Kids includes a new play mode and a new feature: Kids mode and Combo Maker. Kids mode simplifies the controls by allowing combos to be performed with one button. The Combo Maker gives players the ability to create up to 20 new moves. Take the battle into your own hands! ",3,6,12.99,"virtua fighter kids (sega saturn, 1996)",1,"akira, shun-di, kage, and pai are back -- but this time, they're kids! virtua fighter kids brings home the arcade action to the sega saturn. this port of the arcade game is based on the award-winning coin-op, virtua fighter. featuring ten childlike fighters, each of whom sports a huge array of moves. with oversized heads and undersized arms, virtua fighter kids puts a new twist on a proven genre.<br><br>fighting takes place in three dimensional rings, allowing players full freedom of movement. most of the modes of play are the same as virtua fighter 2, such as ranking, arcade, and practice. adding to the legacy of the virtua fighter series, virtua fighter kids includes a new play mode and a new feature: kids mode and combo maker. kids mode simplifies the controls by allowing combos to be performed with one button. the combo maker gives players the ability to create up to 20 new moves. take the battle into your own hands!",acceptable,0.15204511185916991
6,27,   Sega Saturn White Console System + Free Game Disc only  Japanese version SS ,35.0,  Used ,,9,4,92.0,sega saturn console,12,video,used,0.23382085084788162
6,28,   WOW! Sega Saturn - Game console System RARE! Japan Gray Grey N32 ,39.98,  Used ," Classic and ready for fun, this white Sega Saturn White Plug&amp;Play TV Game is a good choice for powering blood-pumping video game excitement.  You can duck missiles and ski down slopes for hours because this Sega video game system has fun and ergonomic controls. This video game system is able to suit a wide range of gaming tastes, which enables you to play a multitude of educational, conquest, and action game titles. With the dedicated graphical memory capacity featured on the Sega Saturn White Plug&amp;Play TV Game, you can appreciate outstanding visual images. Each game session is lifelike and realistic using the advanced CPU included with this Sega video game system. This video game system is attractive and proportioned, allowing you to make use of it in a family room, basement, or home theater. With the more than adequate on-board game storage included on the Sega Saturn White Plug&amp;Play TV Game, you can keep all your game settings. Plus, you can take advantage of enhanced gaming performance since this Sega video game system has generous internal RAM. This video game system makes it easy for you to immerse yourself in the clear gaming soundscapes on your own television thanks to its TV audio connector. ",3,4,92.0,sega saturn console,12,video,used,0.23382085084788162
3,29,"   Virtua Fighter Kids  (Saturn, 1996) Game Disk Only ",12.5,  Acceptable ,"              Akira, Shun-di, Kage, and Pai are back -- but this time, they're kids! Virtua Fighter Kids brings home the arcade action to the Sega Saturn. This port of the arcade game is based on the award-winning coin-op, Virtua Fighter. Featuring ten childlike fighters, each of whom sports a huge array of moves. With oversized heads and undersized arms, Virtua Fighter Kids puts a new twist on a proven genre.<br><br>Fighting takes place in three dimensional rings, allowing players full freedom of movement. Most of the modes of play are the same as Virtua Fighter 2, such as Ranking, Arcade, and Practice. Adding to the legacy of the Virtua Fighter series, Virtua Fighter Kids includes a new play mode and a new feature: Kids mode and Combo Maker. Kids mode simplifies the controls by allowing combos to be performed with one button. The Combo Maker gives players the ability to create up to 20 new moves. Take the battle into your own hands! ",1,6,12.99,"virtua fighter kids (sega saturn, 1996)",1,"akira, shun-di, kage, and pai are back -- but this time, they're kids! virtua fighter kids brings home the arcade action to the sega saturn. this port of the arcade game is based on the award-winning coin-op, virtua fighter. featuring ten childlike fighters, each of whom sports a huge array of moves. with oversized heads and undersized arms, virtua fighter kids puts a new twist on a proven genre.<br><br>fighting takes place in three dimensional rings, allowing players full freedom of movement. most of the modes of play are the same as virtua fighter 2, such as ranking, arcade, and practice. adding to the legacy of the virtua fighter series, virtua fighter kids includes a new play mode and a new feature: kids mode and combo maker. kids mode simplifies the controls by allowing combos to be performed with one button. the combo maker gives players the ability to create up to 20 new moves. take the battle into your own hands!",acceptable,0.15204511185916991
1,30,"   Guardian Heroes  (Sega Saturn, 1996) complete CIB  ",99.99,  Very Good ,"              Guardian Heroes is fantasy-themed action title in the spirit of Sega's hack-and-slash Golden Axe arcade game. Choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. Your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>Defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. The story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. Guardian Heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players. ",3,1,124.99,"guardian heroes (sega saturn, 1996) complete cib",2,"guardian heroes is fantasy-themed action title in the spirit of sega's hack-and-slash golden axe arcade game. choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. the story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. guardian heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players.",very good,0.36686457419836083
