Cluster ID,,title,total_price,condition,details,num_images,target,canonical_,canonical_total_price,canonical_target,canonical_title,canonical_num_images,canonical_details,canonical_condition,confidence_score
17,11," Burning Rangers (Sega Saturn, 1998) - Disc Only Works Great!  ",96.44,  Acceptable ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",5,1,11,196.45,1,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.1255490081258801
33,12, SEGA SATURN PANZER DRAGOON SAGA COMPLETE 4 DISK GAME W/ CASE &amp; MANUAL  ,436.44,  Very Good ,"              SEGA's popular dragon shooter series continues with a four-CD adventure for the ages. Blending time-tested Panzer action with some of the most impressive graphics and gameplay the Saturn has ever seen, this installment is packed with mysteries and puzzles. Hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. You'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. One of the most in-depth role-playing games ever created, Panzer Dragon Saga is a lushly detailed masterpiece for gamers of all skill levels. Released in Japan under the title Azel: Panzer Dragoon RPG ",3,1,,,,,,,,
22,13,"   Die Hard Arcade For (Sega Saturn, 1997) Disc Only FREE SHIPPING ",26.45,  Acceptable ,"              Die Hard Arcade takes place after the second Die Hard movie, Die Hard with a Vengeance. Single or multiple players may take the role of John McClane and his female partner as they stand against a horde of terrorists to save John's wife and the president's daughter. <br><br>Gamers must traverse the rooftops, galleries, and restrooms of the Nakatomi Corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and SWAT team members. Die Hard Arcade features multiple endings as well as the Sega Arcade classic Deep Scan. Completing Deep Scan in one try unlocks extra credits for Die Hard Arcade. ",2,1,127,45.4,1,die hard arcade,1,"die hard arcade takes place after the second die hard movie, die hard with a vengeance. single or multiple players may take the role of john mcclane and his female partner as they stand against a horde of terrorists to save john's wife and the president's daughter. <br><br>gamers must traverse the rooftops, galleries, and restrooms of the nakatomi corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and swat team members. die hard arcade features multiple endings as well as the sega arcade classic deep scan. completing deep scan in one try unlocks extra credits for die hard arcade.",good,0.25311628963925537
29,14,   Virtua Fighter Kids for Sega Saturn Used CIB A4 ,17.52,  Acceptable ,,1,1,14,12.99,1,"virtua fighter kids (sega saturn, 1996)",1,"akira, shun-di, kage, and pai are back -- but this time, they're kids! virtua fighter kids brings home the arcade action to the sega saturn. this port of the arcade game is based on the award-winning coin-op, virtua fighter. featuring ten childlike fighters, each of whom sports a huge array of moves. with oversized heads and undersized arms, virtua fighter kids puts a new twist on a proven genre.<br><br>fighting takes place in three dimensional rings, allowing players full freedom of movement. most of the modes of play are the same as virtua fighter 2, such as ranking, arcade, and practice. adding to the legacy of the virtua fighter series, virtua fighter kids includes a new play mode and a new feature: kids mode and combo maker. kids mode simplifies the controls by allowing combos to be performed with one button. the combo maker gives players the ability to create up to 20 new moves. take the battle into your own hands!",very good,0.1703897406938083
27,15, Sega Saturn Console(No Instruction) Console JP GAM  ,66.5,  Used ,,1,1,270,47.0,1,sega saturn console,12,"get back to classic video gaming with the sega saturn console. dual processors and a full-color display bring a classic gaming console to life, making for quick gameplay and visuals that can be enjoyed by up to two players thanks to the dual controller ports. the sega saturn console was the first to accept both cds and cartridges, giving gamers a wide selection of play possibilities. there are more than 245 games available on the classic sega gaming console, which has its own internal memory storage and specialized memory cartridges for additional storage. named by ign as one of the 25 best gaming consoles of all time, the sega saturn console is shaped in a simple rectangle that fits onto any shelf. place games into the sega gaming console by lifting the top lid and inserting them directly inside. the sega saturn helped shape video gaming, and remains one of the best systems ever produced. a classic gaming console never goes out of style.",used,0.21426697107965531
22,16," Die Hard Arcade (Sega Saturn, 1997)  ",35.45,  Very Good ,"              Die Hard Arcade takes place after the second Die Hard movie, Die Hard with a Vengeance. Single or multiple players may take the role of John McClane and his female partner as they stand against a horde of terrorists to save John's wife and the president's daughter. <br><br>Gamers must traverse the rooftops, galleries, and restrooms of the Nakatomi Corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and SWAT team members. Die Hard Arcade features multiple endings as well as the Sega Arcade classic Deep Scan. Completing Deep Scan in one try unlocks extra credits for Die Hard Arcade. ",3,1,127,45.4,1,die hard arcade,1,"die hard arcade takes place after the second die hard movie, die hard with a vengeance. single or multiple players may take the role of john mcclane and his female partner as they stand against a horde of terrorists to save john's wife and the president's daughter. <br><br>gamers must traverse the rooftops, galleries, and restrooms of the nakatomi corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and swat team members. die hard arcade features multiple endings as well as the sega arcade classic deep scan. completing deep scan in one try unlocks extra credits for die hard arcade.",good,0.25311628963925537
22,17," ***Die Hard Arcade (Sega Saturn,1997)***  ",44.45,  Very Good ,"              Die Hard Arcade takes place after the second Die Hard movie, Die Hard with a Vengeance. Single or multiple players may take the role of John McClane and his female partner as they stand against a horde of terrorists to save John's wife and the president's daughter. <br><br>Gamers must traverse the rooftops, galleries, and restrooms of the Nakatomi Corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and SWAT team members. Die Hard Arcade features multiple endings as well as the Sega Arcade classic Deep Scan. Completing Deep Scan in one try unlocks extra credits for Die Hard Arcade. ",1,1,127,45.4,1,die hard arcade,1,"die hard arcade takes place after the second die hard movie, die hard with a vengeance. single or multiple players may take the role of john mcclane and his female partner as they stand against a horde of terrorists to save john's wife and the president's daughter. <br><br>gamers must traverse the rooftops, galleries, and restrooms of the nakatomi corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and swat team members. die hard arcade features multiple endings as well as the sega arcade classic deep scan. completing deep scan in one try unlocks extra credits for die hard arcade.",good,0.25311628963925537
34,18,   diehard  arcade sega saturn game ,23.62,Not Specified,,2,1,,,,,,,,
17,19," Burning Rangers (Sega Saturn, 1998) Complete  ",176.45,  Very Good ,"              When enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the Burning Rangers! As the last Saturn project from Sega's Sonic Team, Burning Rangers is a 3D platform shooter that combines exploration with rescue action. It contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>Choose between two futuristic firefighters, the powerful Shou Amabane or the graceful Tillis. Then jump into the heat armed with a fire-extinguishing cannon. As you make your way through the ruined complexes, you will find civilians who need rescuing. In order to send the civilians back to safety you will need to collect enough energy crystals. ",4,1,11,196.45,1,"burning rangers (sega saturn, 1998)",3,"when enormous fires threaten the safety of innocent space-goers, there's only one group of people who can save the day -- the burning rangers! as the last saturn project from sega's sonic team, burning rangers is a 3d platform shooter that combines exploration with rescue action. it contains four levels over three locations: a burning building, an underwater base, and a space station. <br><br>choose between two futuristic firefighters, the powerful shou amabane or the graceful tillis. then jump into the heat armed with a fire-extinguishing cannon. as you make your way through the ruined complexes, you will find civilians who need rescuing. in order to send the civilians back to safety you will need to collect enough energy crystals.",very good,0.1255490081258801
28,20,"   SONIC JAM Sega Saturn, 1997 Sonic The Hedgehog / Sonic 2 / 3 + Sonic &amp; Knuckles ",62.27,  Very Good ,"              Sonic Jam is a compilation of Sega's famous hedgehog's hits. The CD includes the full versions of Sonic the Hedgehog, Sonic the Hedgehog 2, Sonic the Hedgehog 3, and Sonic &amp; Knuckles -- along with a 3D museum full of artwork, videos, and other Sega memorabilia. <br><br>The original titles' platform gameplay remains intact, with plenty of running, jumping, and Super Sonic Spin-dashing against the evil Doctor Robotnik. Doctor Robotnik is the mad scientist who enjoys unleashing his mechanical creations on Sonic's Disney-esque island paradise. <br><br>New difficulty levels have been added; younger players can adopt an easy mode, while more experienced Sonic fans can go up against ultra-difficult renditions of the Sonic classics. Get ready for an attitude-packed trip down memory lane with Sonic Jam. ",2,1,20,96.44,1,"sonic jam (sega saturn, 1997)",2,"sonic jam is a compilation of sega's famous hedgehog's hits. the cd includes the full versions of sonic the hedgehog, sonic the hedgehog 2, sonic the hedgehog 3, and sonic &amp; knuckles -- along with a 3d museum full of artwork, videos, and other sega memorabilia. <br><br>the original titles' platform gameplay remains intact, with plenty of running, jumping, and super sonic spin-dashing against the evil doctor robotnik. doctor robotnik is the mad scientist who enjoys unleashing his mechanical creations on sonic's disney-esque island paradise. <br><br>new difficulty levels have been added; younger players can adopt an easy mode, while more experienced sonic fans can go up against ultra-difficult renditions of the sonic classics. get ready for an attitude-packed trip down memory lane with sonic jam.",good,0.23236133710260298
24,21, Albert Odyssey: Legend of Eldean (Sega Saturn) COMPLETE (SUPERB CONDITION)  ,127.5,  Very Good ,"              Albert Odyssey: Legend of Eldean was originally released for the Super Nintendo system in Japan. It contains a menu-driven combat system that is turn-based. You control Pike and the other four members of his party. Pike is a young orphan who was raised by harpies. During the first ten years of his life all he has ever known is the peaceful ways of the forest. Now, seemingly from nowhere, monsters have begun attacking humans and violence has erupted in this magical land. When Pike's village is attacked he and his adopted sister, Laia, are turned to stone. Cirrus, a magical sword once held by his father, is able to rescue Pike but not Laia. Pike must embark on a quest in order to find a way to free his sister from stone. ",4,1,198,116.45,1,"albert odyssey: legend of eldean (sega saturn, 1997)",3,"albert odyssey: legend of eldean was originally released for the super nintendo system in japan. it contains a menu-driven combat system that is turn-based. you control pike and the other four members of his party. pike is a young orphan who was raised by harpies. during the first ten years of his life all he has ever known is the peaceful ways of the forest. now, seemingly from nowhere, monsters have begun attacking humans and violence has erupted in this magical land. when pike's village is attacked he and his adopted sister, laia, are turned to stone. cirrus, a magical sword once held by his father, is able to rescue pike but not laia. pike must embark on a quest in order to find a way to free his sister from stone.",very good,0.17143713003312733
22,22," COMPLETE - Die Hard Arcade (Sega Saturn, 1997) - WORKS GREAT  ",49.44,  Good ,"              Die Hard Arcade takes place after the second Die Hard movie, Die Hard with a Vengeance. Single or multiple players may take the role of John McClane and his female partner as they stand against a horde of terrorists to save John's wife and the president's daughter. <br><br>Gamers must traverse the rooftops, galleries, and restrooms of the Nakatomi Corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and SWAT team members. Die Hard Arcade features multiple endings as well as the Sega Arcade classic Deep Scan. Completing Deep Scan in one try unlocks extra credits for Die Hard Arcade. ",1,1,127,45.4,1,die hard arcade,1,"die hard arcade takes place after the second die hard movie, die hard with a vengeance. single or multiple players may take the role of john mcclane and his female partner as they stand against a horde of terrorists to save john's wife and the president's daughter. <br><br>gamers must traverse the rooftops, galleries, and restrooms of the nakatomi corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and swat team members. die hard arcade features multiple endings as well as the sega arcade classic deep scan. completing deep scan in one try unlocks extra credits for die hard arcade.",good,0.25311628963925537
35,23, JAPANESE Sega Saturn Gray Console with 2 FREE GAMES  ,46.45,  Used ," Enjoy entertaining classic video games with loved ones on the Sega Saturn video game console. Featuring dual processors, this Sega console ensures that you have a smooth gaming experience. The 12-Mbit video RAM of the Sega Saturn console gives you stunning and immersive visual output. Moreover, with 32,000 colors, this video game console has a vibrant display. Developed by Yamaha, the Saturn Custom Sound processor of this Sega console delivers excellent audio output. So put your favorite game CDs in the double speed CD-ROM drive of this video game console and enjoy unlimited entertainment. ",1,1,,,,,,,,
22,24," Die Hard Arcade (Sega Saturn, 1997)  ",53.45,  Good ,"              Die Hard Arcade takes place after the second Die Hard movie, Die Hard with a Vengeance. Single or multiple players may take the role of John McClane and his female partner as they stand against a horde of terrorists to save John's wife and the president's daughter. <br><br>Gamers must traverse the rooftops, galleries, and restrooms of the Nakatomi Corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and SWAT team members. Die Hard Arcade features multiple endings as well as the Sega Arcade classic Deep Scan. Completing Deep Scan in one try unlocks extra credits for Die Hard Arcade. ",2,1,127,45.4,1,die hard arcade,1,"die hard arcade takes place after the second die hard movie, die hard with a vengeance. single or multiple players may take the role of john mcclane and his female partner as they stand against a horde of terrorists to save john's wife and the president's daughter. <br><br>gamers must traverse the rooftops, galleries, and restrooms of the nakatomi corporation's building, while fighting punks, martial arts experts, sumo wrestlers, and swat team members. die hard arcade features multiple endings as well as the sega arcade classic deep scan. completing deep scan in one try unlocks extra credits for die hard arcade.",good,0.25311628963925537
0,25," Panzer Dragoon Saga Complete (Sega Saturn, 1998)  ",322.45,  Like New ,"              SEGA's popular dragon shooter series continues with a four-CD adventure for the ages. Blending time-tested Panzer action with some of the most impressive graphics and gameplay the Saturn has ever seen, this installment is packed with mysteries and puzzles. Hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. You'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. One of the most in-depth role-playing games ever created, Panzer Dragon Saga is a lushly detailed masterpiece for gamers of all skill levels. Released in Japan under the title Azel: Panzer Dragoon RPG ",4,1,218,326.45,1,panzer dragoon saga,3,"sega's popular dragon shooter series continues with a four-cd adventure for the ages. blending time-tested panzer action with some of the most impressive graphics and gameplay the saturn has ever seen, this installment is packed with mysteries and puzzles. hop on board your morphing dragon and get ready to travel through some the most darkly beautiful terrain ever. you'll encounter some pretty interesting characters, some friends, some foes, as you try to solve an age-old mystery. one of the most in-depth role-playing games ever created, panzer dragon saga is a lushly detailed masterpiece for gamers of all skill levels. released in japan under the title azel: panzer dragoon rpg",very good,0.33988437898306478
12,26," Guardian Heroes (Sega Saturn, 1996)  ",72.45,  Good ,"              Guardian Heroes is fantasy-themed action title in the spirit of Sega's hack-and-slash Golden Axe arcade game. Choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. Your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>Defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. The story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. Guardian Heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players. ",1,1,79,83.0,1,"guardian heroes (sega saturn, 1996) complete in collectors condition",1,"guardian heroes is fantasy-themed action title in the spirit of sega's hack-and-slash golden axe arcade game. choose from four initially playable characters, each proficient in a different combat style, before mastering the assortment of combos and magic-based attacks needed to defeat your enemies. your character can also move across each side-scrolling area's three planes (foreground, background, and middle) to avoid taking damage.<br><br>defeating enemies in creative ways earns your character experience points to customize one of six attributes: strength, vitality, intelligence, mentality, agility, and luck. the story mode is notable for featuring more than 50 possible paths, introducing different encounters that will influence the game's ending. guardian heroes includes two-player co-op support as well as a competitive multiplayer mode for up to six players.",very good,0.37474937710809098
29,27," Virtua Fighter Kids (Sega Saturn, 1996)  ",26.44,  Very Good ,,1,1,14,12.99,1,"virtua fighter kids (sega saturn, 1996)",1,"akira, shun-di, kage, and pai are back -- but this time, they're kids! virtua fighter kids brings home the arcade action to the sega saturn. this port of the arcade game is based on the award-winning coin-op, virtua fighter. featuring ten childlike fighters, each of whom sports a huge array of moves. with oversized heads and undersized arms, virtua fighter kids puts a new twist on a proven genre.<br><br>fighting takes place in three dimensional rings, allowing players full freedom of movement. most of the modes of play are the same as virtua fighter 2, such as ranking, arcade, and practice. adding to the legacy of the virtua fighter series, virtua fighter kids includes a new play mode and a new feature: kids mode and combo maker. kids mode simplifies the controls by allowing combos to be performed with one button. the combo maker gives players the ability to create up to 20 new moves. take the battle into your own hands!",very good,0.1703897406938083
36,28, SONIC JAM Sega Saturn Japan Game SS SEGA  ,20.95,  Used ,,4,1,,,,,,,,
28,29," Sonic Jam (Sega Saturn, 1997) complete with everything  ",96.44,  Very Good ,"              Sonic Jam is a compilation of Sega's famous hedgehog's hits. The CD includes the full versions of Sonic the Hedgehog, Sonic the Hedgehog 2, Sonic the Hedgehog 3, and Sonic &amp; Knuckles -- along with a 3D museum full of artwork, videos, and other Sega memorabilia. <br><br>The original titles' platform gameplay remains intact, with plenty of running, jumping, and Super Sonic Spin-dashing against the evil Doctor Robotnik. Doctor Robotnik is the mad scientist who enjoys unleashing his mechanical creations on Sonic's Disney-esque island paradise. <br><br>New difficulty levels have been added; younger players can adopt an easy mode, while more experienced Sonic fans can go up against ultra-difficult renditions of the Sonic classics. Get ready for an attitude-packed trip down memory lane with Sonic Jam. ",4,1,20,96.44,1,"sonic jam (sega saturn, 1997)",2,"sonic jam is a compilation of sega's famous hedgehog's hits. the cd includes the full versions of sonic the hedgehog, sonic the hedgehog 2, sonic the hedgehog 3, and sonic &amp; knuckles -- along with a 3d museum full of artwork, videos, and other sega memorabilia. <br><br>the original titles' platform gameplay remains intact, with plenty of running, jumping, and super sonic spin-dashing against the evil doctor robotnik. doctor robotnik is the mad scientist who enjoys unleashing his mechanical creations on sonic's disney-esque island paradise. <br><br>new difficulty levels have been added; younger players can adopt an easy mode, while more experienced sonic fans can go up against ultra-difficult renditions of the sonic classics. get ready for an attitude-packed trip down memory lane with sonic jam.",good,0.23236133710260298
